player,position,team,age,birth_year,minutes_90s,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense
Wayne Hennessey,GK,Wales,35-328,1987,1.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Weston McKennie,MF,United States,24-112,1998,3.0,12,3.99,11,0,0,1,0,0,1,0.33,1,0,0,0,0,0
William Carvalho,MF,Portugal,30-255,1992,2.4,1,0.42,1,0,0,0,0,0,1,0.42,1,0,0,0,0,0
William Saliba,DF,France,21-269,2001,0.3,1,3.21,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Wojciech Szczęsny,GK,Poland,32-244,1990,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Wout Weghorst,FW,Netherlands,30-133,1992,0.7,2,5.45,1,0,0,0,1,0,1,2.73,0,0,0,0,1,0
Wéverton,GK,Brazil,35-005,1987,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Xavi Simons,FW,Netherlands,19-241,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Xherdan Shaqiri,FW,Switzerland,31-069,1991,2.5,6,2.36,5,1,0,0,0,0,2,0.79,2,0,0,0,0,0
Yahya Attiat Allah,DF,Morocco,27-291,1995,3.5,7,2.18,6,0,0,0,1,0,2,0.62,1,0,0,0,1,0
Yahya Jabrane,MF,Morocco,31-183,1991,0.2,,,,,,,,,,,,,,,,
Yann Sommer,GK,Switzerland,34-001,1988,3.0,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Yannick Carrasco,FW,Belgium,29-105,1993,1.3,4,3.10,2,0,1,1,0,0,0,0.00,0,0,0,0,0,0
Yasser Al-Shahrani,DF,Saudi Arabia,30-207,1992,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Yassine Bounou,GK,Morocco,31-257,1991,6.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Yassine Meriah,DF,Tunisia,29-169,1993,3.0,3,1.00,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Yeltsin Tejeda,MF,Costa Rica,30-276,1992,3.0,3,1.00,3,0,0,0,0,0,1,0.33,1,0,0,0,0,0
Youri Tielemans,MF,Belgium,25-225,1997,1.1,2,1.89,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Youssef En-Nesyri,FW,Morocco,25-200,1997,6.0,3,0.50,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Youssef Msakni,MF,Tunisia,32-051,1990,1.9,7,3.73,6,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Youssouf Fofana,MF,France,23-342,1999,2.5,3,1.34,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Youssouf Sabaly,DF,Senegal,29-288,1993,4.0,15,3.75,12,1,0,0,2,0,1,0.25,1,0,0,0,0,0
Youssoufa Moukoko,FW,Germany,18-028,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Youstin Salas,DF,Costa Rica,26-184,1996,0.5,1,1.91,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Yuki Soma,FW,Japan,25-296,1997,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Yunus Musah,MF,United States,20-019,2002,3.8,10,2.62,9,0,1,0,0,0,1,0.26,1,0,0,0,0,0
Yuto Nagatomo,MF,Japan,36-097,1986,2.3,2,0.86,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Zakaria Aboukhlal,FW,Morocco,22-303,2000,0.9,1,1.17,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Álvaro Morata,FW,Spain,30-056,1992,2.1,4,2.32,4,0,0,0,0,0,2,1.16,2,0,0,0,0,0
Álvaro Zamora,MF,Costa Rica,20-284,2002,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ángel Correa,MF,Argentina,27-284,1995,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ángel Di María,MF,Argentina,34-307,1988,3.2,21,6.77,16,3,1,0,1,0,4,1.29,2,0,1,0,1,0
Ángelo Preciado,DF,Ecuador,24-303,1998,2.9,5,1.70,4,0,0,1,0,0,1,0.34,1,0,0,0,0,0
Éder Militão,DF,Brazil,24-334,1998,3.9,6,1.56,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Óscar Duarte,DF,Costa Rica,33-198,1989,3.0,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
İlkay Gündoğan,MF,Germany,32-055,1990,2.1,6,2.86,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
